StockCode,CurrentPrice,OptimalPrice,PriceChange(%),CurrentQuantity,EstimatedQuantity,CurrentRevenue,EstimatedRevenue,RevenueGain,RevenueGain(%),Elasticity
21494,1.25,1.64,30.89,2,7,2.5,11.45,8.95,358.12,0.06
21933,1.65,1.91,15.65,10,6,16.5,11.45,-5.05,-30.61,-0.31
22118,1.25,3.81,205.16,18,3,22.5,11.44,-11.06,-49.14,-1.6
85088,2.1,1.91,-9.19,36,6,75.6,11.44,-64.16,-84.87,-1.7
21654,0.39,0.52,33.25,4,22,1.56,11.43,9.87,632.87,-1.37
22670,1.25,1.04,-16.98,24,11,30.0,11.42,-18.58,-61.95,-1.75
22995,0.42,0.34,-20.12,8,34,3.36,11.41,8.05,239.47,-5.37
84926D,0.29,0.76,162.2,24,15,6.96,11.41,4.45,63.88,-0.92
20829,2.1,1.9,-9.51,3,6,6.3,11.4,5.1,80.98,-1.23
22543,0.19,0.46,139.67,1,25,0.19,11.38,11.19,5891.69,3.98
21618,1.25,1.63,30.07,1,7,1.25,11.38,10.13,810.48,-1.62
21704,0.85,0.71,-16.42,1,16,0.85,11.37,10.52,1237.3,-2.8
20686,3.25,2.84,-12.58,1,4,3.25,11.36,8.11,249.68,-1.38
20840,0.85,1.13,33.4,3,10,2.55,11.34,8.79,344.66,-0.32
21422,1.63,0.94,-42.05,3,12,4.89,11.34,6.45,131.81,-1.0
85130C,0.79,1.13,43.22,1,10,0.79,11.31,10.52,1332.24,-0.0
20717,1.25,1.02,-18.03,1,11,1.25,11.27,10.02,801.64,-2.63
22311,5.79,3.75,-35.2,5,3,28.95,11.26,-17.69,-61.12,0.08
22204,1.25,2.81,124.9,2,4,2.5,11.25,8.75,349.81,-1.5
22029,0.42,0.34,-18.97,12,33,5.04,11.23,6.19,122.84,-3.52
51014C,0.39,0.43,10.75,12,26,4.68,11.23,6.55,139.96,-1.93
21832,1.65,1.87,13.28,1,6,1.65,11.21,9.56,579.68,-0.74
10125,0.85,0.93,9.88,20,12,17.0,11.21,-5.79,-34.07,-0.44
84313C,1.95,2.8,43.59,6,4,11.7,11.2,-0.5,-4.27,-0.0
72225C,0.29,0.22,-22.76,24,50,6.96,11.2,4.24,60.92,-1.31
22948,0.85,1.02,19.59,7,11,5.95,11.18,5.23,87.93,-0.9
22356,0.85,0.7,-18.08,10,16,8.5,11.14,2.64,31.07,-2.88
20936,1.25,2.78,122.31,1,4,1.25,11.12,9.87,789.26,-1.25
23194,2.25,1.85,-17.68,1,6,2.25,11.11,8.86,393.89,-2.11
22037,0.42,0.34,-19.83,12,33,5.04,11.11,6.07,120.46,-3.96
23264,1.25,1.59,26.98,2,7,2.5,11.11,8.61,344.43,0.47
22030,0.42,0.34,-19.96,12,33,5.04,11.09,6.05,120.11,-3.55
20838,0.85,1.11,30.44,12,10,10.2,11.09,0.89,8.7,0.0
21470,3.75,3.69,-1.52,1,3,3.75,11.08,7.33,195.43,-0.56
23221,0.83,1.01,21.26,4,11,3.32,11.07,7.75,233.46,-0.53
22737,1.65,1.84,11.6,10,6,16.5,11.05,-5.45,-33.04,-0.57
22736,1.65,1.38,-16.31,10,8,16.5,11.05,-5.45,-33.05,-1.5
51014L,0.83,0.42,-48.85,7,26,5.81,11.04,5.23,89.98,-1.87
20839,0.85,0.79,-7.25,12,14,10.2,11.04,0.84,8.21,-1.89
23263,1.25,1.58,26.09,2,7,2.5,11.03,8.53,341.31,-0.39
16052,0.19,0.39,107.16,48,28,9.12,11.02,1.9,20.84,-0.0
21992,1.25,1.84,46.88,1,6,1.25,11.02,9.77,781.25,1.21
21875,1.06,1.1,3.92,36,10,38.16,11.02,-27.14,-71.13,-2.0
22315,1.25,1.0,-20.0,1,11,1.25,11.0,9.75,780.0,-5.06
21385,0.85,1.0,17.51,24,11,20.4,10.99,-9.41,-46.14,-0.92
22593,0.85,1.1,28.84,3,10,2.55,10.95,8.4,329.47,-0.76
23119,1.25,0.52,-58.28,5,21,6.25,10.95,4.7,75.22,-2.36
84859A,1.95,1.82,-6.66,1,6,1.95,10.92,8.97,460.04,-2.13
22309,2.55,2.18,-14.37,2,5,5.1,10.92,5.82,114.08,-2.9
90125B,2.1,1.82,-13.43,6,6,12.6,10.91,-1.69,-13.43,-0.62
84032B,0.79,2.18,175.87,9,5,7.11,10.9,3.79,53.26,-2.2
21932,1.65,1.56,-5.66,10,7,16.5,10.9,-5.6,-33.96,-1.27
85049A,1.25,1.55,24.37,1,7,1.25,10.88,9.63,770.57,-0.17
21557,2.95,3.62,22.78,6,3,17.7,10.87,-6.83,-38.61,-0.59
72817,1.63,1.08,-33.46,7,10,11.41,10.85,-0.56,-4.94,-0.53
22476,1.95,5.42,177.94,8,2,15.6,10.84,-4.76,-30.51,-1.18
62018,1.95,1.55,-20.62,6,7,11.7,10.83,-0.87,-7.4,-1.76
84596E,0.42,0.6,43.24,84,18,35.28,10.83,-24.45,-69.31,-3.23
22964,2.1,1.8,-14.31,2,6,4.2,10.8,6.6,157.06,-1.87
85170D,4.13,1.8,-56.49,3,6,12.39,10.78,-1.61,-12.98,-0.93
85036C,1.25,2.69,115.55,1,4,1.25,10.78,9.53,762.2,-0.42
21889,1.25,1.54,23.08,3,7,3.75,10.77,7.02,187.18,-0.87
21408,1.95,3.59,84.09,1,3,1.95,10.77,8.82,452.27,-0.37
22642,0.79,1.79,126.6,2,6,1.58,10.74,9.16,579.8,-1.8
22681,2.46,1.53,-37.64,1,7,2.46,10.74,8.28,336.54,-0.28
21026,1.25,1.07,-14.29,10,10,12.5,10.71,-1.79,-14.29,-2.76
72799C,0.79,1.78,125.82,12,6,9.48,10.7,1.22,12.91,-1.37
51020A,0.29,0.67,130.34,96,16,27.84,10.69,-17.15,-61.61,-0.65
35971,1.25,1.52,21.65,2,7,2.5,10.64,8.14,325.79,-0.81
84951A,2.46,0.82,-66.76,2,13,4.92,10.63,5.71,116.03,-1.02
85230F,0.29,0.22,-23.68,24,48,6.96,10.62,3.66,52.64,-2.47
21293,4.13,2.66,-35.71,1,4,4.13,10.62,6.49,157.18,0.0
22682,1.25,1.52,21.38,10,7,12.5,10.62,-1.88,-15.03,-0.26
22599,0.29,0.39,35.45,2,27,0.58,10.61,10.03,1728.51,-1.28
22977,2.46,1.51,-38.49,1,7,2.46,10.59,8.13,330.55,0.0
37482P,0.39,0.5,29.23,6,21,2.34,10.58,8.24,352.31,-3.54
22595,0.85,0.71,-17.03,12,15,10.2,10.58,0.38,3.72,-1.28
85169A,1.25,0.96,-23.15,1,11,1.25,10.57,9.32,745.32,-1.16
22358,2.95,2.64,-10.47,3,4,8.85,10.56,1.71,19.37,-1.33
21375,1.25,5.28,322.4,1,2,1.25,10.56,9.31,744.8,-0.0
23139,0.39,1.51,286.76,5,7,1.95,10.56,8.61,441.46,0.57
72818,1.63,0.7,-56.83,3,15,4.89,10.56,5.67,115.85,-0.62
21822,0.79,0.81,2.71,12,13,9.48,10.55,1.07,11.27,-1.82
35911A,0.85,1.32,55.07,2,8,1.7,10.54,8.84,520.27,-0.0
82552,2.46,1.76,-28.65,1,6,2.46,10.53,8.07,328.09,0.75
51020B,0.29,0.81,178.9,8,13,2.32,10.51,8.19,353.21,-0.0
47504H,0.79,1.05,33.08,36,10,28.44,10.51,-17.93,-63.03,-1.43
82613C,1.25,0.81,-35.38,8,13,10.0,10.5,0.5,5.01,-1.51
20615,0.75,1.75,133.35,1,6,0.75,10.5,9.75,1300.09,-0.56
47341A,1.25,2.1,68.0,10,5,12.5,10.5,-2.0,-16.0,-0.0
21675,1.63,0.75,-53.99,2,14,3.26,10.5,7.24,222.09,-1.51
23504,1.25,1.5,19.9,1,7,1.25,10.49,9.24,739.29,-0.28
20837,0.83,1.17,40.43,12,9,9.96,10.49,0.53,5.33,-0.0
85183B,1.25,1.5,19.72,12,7,15.0,10.48,-4.52,-30.16,-0.74
22905,1.25,2.62,109.24,3,4,3.75,10.46,6.71,178.99,-1.2
35914,0.85,1.49,75.73,2,7,1.7,10.46,8.76,515.05,-0.11
84508A,2.1,2.09,-0.43,44,5,92.4,10.46,-81.94,-88.69,-4.57
85032D,0.65,1.05,60.83,1,10,0.65,10.45,9.8,1508.34,-0.0
85141,3.95,5.23,32.33,4,2,15.8,10.45,-5.35,-33.84,-2.28
23074,2.08,1.74,-16.33,1,6,2.08,10.44,8.36,401.99,-1.03
84569D,1.25,1.49,19.21,1,7,1.25,10.43,9.18,734.46,-0.62
20772,2.55,2.08,-18.32,1,5,2.55,10.41,7.86,308.4,-1.47
84926E,0.29,0.52,79.49,4,20,1.16,10.41,9.25,797.43,-0.24
22151,0.42,0.52,23.86,24,20,10.08,10.4,0.32,3.21,-0.56
22597,0.29,0.42,43.44,2,25,0.58,10.4,9.82,1692.99,-1.33
90214N,0.29,0.69,138.9,1,15,0.29,10.39,10.1,3483.45,-6.51
22267,0.39,0.8,104.96,48,13,18.72,10.39,-8.33,-44.49,-2.37
22886,1.95,2.08,6.56,1,5,1.95,10.39,8.44,432.78,0.0
22594,0.85,0.74,-12.78,3,14,2.55,10.38,7.83,307.03,-1.06
21739,2.95,3.46,17.21,1,3,2.95,10.37,7.42,251.63,1.04
85199L,0.65,0.52,-20.23,60,20,39.0,10.37,-28.63,-73.41,-1.65
21892,1.25,1.48,18.44,2,7,2.5,10.36,7.86,314.55,-0.7
21788,0.85,1.03,21.72,24,10,20.4,10.35,-10.05,-49.28,0.0
21703,0.42,0.34,-17.99,3,30,1.26,10.33,9.07,720.11,-2.68
22110,2.55,2.06,-19.04,2,5,5.1,10.32,5.22,102.41,-1.89
47559B,1.25,1.03,-17.43,10,10,12.5,10.32,-2.18,-17.43,-2.51
23222,0.83,1.15,38.07,12,9,9.96,10.31,0.35,3.55,-0.03
22613,0.85,0.69,-19.32,12,15,10.2,10.29,0.09,0.85,-3.72
20622,2.1,1.71,-18.37,1,6,2.1,10.29,8.19,389.79,-1.44
21129,5.95,10.28,72.85,8,1,47.6,10.28,-37.32,-78.39,-0.5
22880,1.95,1.71,-12.14,2,6,3.9,10.28,6.38,163.59,-0.01
84706D,1.95,5.14,163.59,2,2,3.9,10.28,6.38,163.59,-0.0
22066,0.39,0.49,25.36,4,21,1.56,10.27,8.71,558.15,-1.24
21677,0.85,0.73,-13.73,6,14,5.1,10.27,5.17,101.3,-1.8
21374,1.25,2.05,64.21,36,5,45.0,10.26,-34.74,-77.19,-0.49
22069,0.39,1.71,338.11,20,6,7.8,10.25,2.45,31.43,0.65
90030B,1.0,1.46,46.3,6,7,6.0,10.24,4.24,70.68,-0.6
23540,2.55,5.12,100.78,1,2,2.55,10.24,7.69,301.57,-0.61
22156,0.85,1.02,20.34,48,10,40.8,10.23,-30.57,-74.93,-0.25
21028,2.46,1.28,-48.1,2,8,4.92,10.21,5.29,107.61,-2.16
21988,0.85,0.68,-20.0,2,15,1.7,10.2,8.5,500.0,-2.83
85006,0.85,1.27,49.53,10,8,8.5,10.17,1.67,19.62,-1.4
22548,1.25,1.02,-18.68,1,10,1.25,10.16,8.91,713.2,-2.43
21253,0.79,3.39,328.8,1,3,0.79,10.16,9.37,1186.4,-0.0
85212,0.29,0.32,9.43,24,32,6.96,10.15,3.19,45.9,-1.8
22212,2.1,1.69,-19.5,2,6,4.2,10.14,5.94,141.51,-1.66
23275,1.25,1.45,15.92,24,7,30.0,10.14,-19.86,-66.19,-0.8
44236,0.79,1.13,42.63,1,9,0.79,10.14,9.35,1183.7,-1.2
23291,1.25,1.01,-18.89,1,10,1.25,10.14,8.89,711.06,-1.57
22131,1.95,1.69,-13.39,3,6,5.85,10.13,4.28,73.22,-2.2
22231,0.59,1.12,90.61,12,9,7.08,10.12,3.04,42.96,1.41
21851,4.95,5.06,2.15,1,2,4.95,10.11,5.16,104.29,-1.49
21219,1.25,1.44,15.54,1,7,1.25,10.11,8.86,708.81,-0.96
22563,1.25,1.01,-19.16,1,10,1.25,10.1,8.85,708.39,-2.75
37462E,0.19,0.2,4.21,12,51,2.28,10.1,7.82,342.89,-9.13
22257,1.25,1.44,15.31,6,7,7.5,10.09,2.59,34.53,-0.38
85208,2.1,1.68,-20.0,1,6,2.1,10.08,7.98,380.0,-3.61
22410,0.39,0.92,134.96,12,11,4.68,10.08,5.4,115.38,-3.89
23048,4.15,5.04,21.44,1,2,4.15,10.08,5.93,142.88,0.0
22117,2.95,3.35,13.72,3,3,8.85,10.06,1.21,13.72,-0.37
79144C,0.37,0.32,-12.28,24,31,8.88,10.06,1.18,13.31,-5.55
85129C,2.46,1.68,-31.84,1,6,2.46,10.06,7.6,308.95,-0.75
82599,2.1,2.51,19.73,1,4,2.1,10.06,7.96,378.91,0.0
22335,0.65,0.53,-18.57,7,19,4.55,10.06,5.51,121.03,-3.19
22049,0.19,0.31,65.39,75,32,14.25,10.06,-4.19,-29.43,-0.0
21371,0.75,0.91,21.8,2,11,1.5,10.05,8.55,569.9,-1.42
21212,0.55,0.67,21.6,2,15,1.1,10.03,8.93,812.02,-0.56
21945,0.39,1.0,156.82,1,10,0.39,10.02,9.63,2468.21,1.77
84380,1.45,1.25,-13.66,4,8,5.8,10.02,4.22,72.68,-1.0
22608,0.19,0.25,31.67,36,40,6.84,10.01,3.17,46.3,-0.11
22510,0.79,2.0,152.85,2,5,1.58,9.99,8.41,532.13,-1.32
22344,0.19,0.71,275.44,24,14,4.56,9.99,5.43,119.01,-0.41
20763,3.75,3.33,-11.24,1,3,3.75,9.99,6.24,166.28,-0.57
22513,0.79,3.33,321.11,8,3,6.32,9.98,3.66,57.91,-1.23
23511,2.08,2.49,19.81,2,4,4.16,9.97,5.81,139.62,0.0
90049,9.96,9.95,-0.12,1,1,9.96,9.95,-0.01,-0.12,-0.66
72127,1.25,0.99,-20.42,3,10,3.75,9.95,6.2,165.27,-3.91
23197,1.45,1.24,-14.39,4,8,5.8,9.93,4.13,71.22,-1.79
82613B,1.25,1.24,-0.79,1,8,1.25,9.92,8.67,693.71,-0.4
90125D,2.1,1.65,-21.33,1,6,2.1,9.91,7.81,372.0,-0.67
22903,1.25,3.3,164.28,6,3,7.5,9.91,2.41,32.14,0.17
22511,0.79,2.47,212.05,2,4,1.58,9.86,8.28,524.1,-0.69
21818,0.39,0.62,57.91,5,16,1.95,9.85,7.9,405.31,0.39
21025,2.46,1.23,-49.98,2,8,4.92,9.84,4.92,100.1,-1.46
90014B,2.95,9.84,233.56,1,1,2.95,9.84,6.89,233.56,-0.0
20963,1.25,1.09,-12.8,10,9,12.5,9.81,-2.69,-21.52,-1.43
20662,5.79,4.9,-15.32,2,2,11.58,9.81,-1.77,-15.32,0.0
22337,0.65,0.82,25.68,4,12,2.6,9.8,7.2,277.04,-0.59
84388,0.39,0.82,109.23,10,12,3.9,9.79,5.89,151.08,-5.24
84924A,3.75,4.89,30.32,1,2,3.75,9.77,6.02,160.65,-0.34
21376,1.25,4.89,290.93,2,2,2.5,9.77,7.27,290.93,-1.3
51014A,0.39,0.61,56.51,24,16,9.36,9.77,0.41,4.34,-0.71
82616B,1.25,1.39,11.55,3,7,3.75,9.76,6.01,160.28,-1.53
47480,1.45,1.62,12.05,96,6,139.2,9.75,-129.45,-93.0,-1.55
84580,4.13,3.24,-21.59,1,3,4.13,9.72,5.59,135.23,-0.98
23223,0.83,0.75,-10.1,2,13,1.66,9.7,8.04,484.38,-1.09
21507,0.42,0.35,-17.64,12,28,5.04,9.69,4.65,92.17,-2.68
22573,0.85,1.08,26.6,8,9,6.8,9.68,2.88,42.42,-0.3
22269,0.39,0.74,90.91,16,13,6.24,9.68,3.44,55.11,-1.54
82011B,2.95,3.23,9.35,10,3,29.5,9.68,-19.82,-67.19,-2.77
22530,0.42,0.33,-20.63,24,29,10.08,9.67,-0.41,-4.1,-3.37
20764,3.75,3.22,-14.07,1,3,3.75,9.67,5.92,157.78,-2.01
85169B,1.25,1.38,10.44,2,7,2.5,9.66,7.16,286.53,-0.25
22512,0.79,3.22,307.46,1,3,0.79,9.66,8.87,1122.37,-0.39
22340,0.39,0.54,37.48,12,18,4.68,9.65,4.97,106.23,0.91
22219,0.85,0.69,-18.92,4,14,3.4,9.65,6.25,183.78,-2.57
21418,0.79,2.41,205.08,1,4,0.79,9.64,8.85,1120.33,0.48
85131C,0.83,1.2,45.1,4,8,3.32,9.63,6.31,190.21,1.13
17012F,0.85,1.2,41.68,2,8,1.7,9.63,7.93,466.72,-0.24
85169C,1.25,0.96,-22.95,2,10,2.5,9.63,7.13,285.24,-3.32
23410,8.15,9.62,18.09,2,1,16.3,9.62,-6.68,-40.95,-0.25
22695,0.59,1.07,81.05,1,9,0.59,9.61,9.02,1529.41,-1.67
85169D,1.25,0.96,-23.19,12,10,15.0,9.6,-5.4,-35.99,-1.47
85177,1.63,1.07,-34.62,2,9,3.26,9.59,6.33,194.2,0.03
82011C,2.95,3.19,8.09,10,3,29.5,9.57,-19.93,-67.57,-3.16
21086,0.65,0.8,22.58,12,12,7.8,9.56,1.76,22.58,-0.26
72800C,0.79,1.91,141.9,12,5,9.48,9.56,0.07,0.79,-1.45
22263,1.63,0.95,-41.42,2,10,3.26,9.55,6.29,192.88,-0.39
35810B,0.83,0.95,14.97,1,10,0.83,9.54,8.71,1049.74,-1.65
22027,0.42,0.34,-18.98,12,28,5.04,9.53,4.49,89.05,-3.27
22716,0.42,0.34,-19.12,12,28,5.04,9.51,4.47,88.72,-3.26
22247,0.85,0.68,-20.2,2,14,1.7,9.5,7.8,458.6,-2.77
20961,1.25,1.58,26.45,10,6,12.5,9.48,-3.02,-24.13,0.54
23265,1.25,1.58,26.43,12,6,15.0,9.48,-5.52,-36.78,0.29
22982,1.25,1.58,26.36,2,6,2.5,9.48,6.98,279.09,-0.22
84581,3.75,3.16,-15.76,2,3,7.5,9.48,1.98,26.36,-1.64
21949,2.46,1.58,-35.86,1,6,2.46,9.47,7.01,284.83,0.13
22645,0.39,1.18,203.34,4,8,1.56,9.46,7.9,506.68,-1.65
22279,1.25,1.35,8.05,1,7,1.25,9.45,8.2,656.37,-0.47
16237,0.21,0.17,-21.04,1,57,0.21,9.45,9.24,4400.78,-4.08
84569A,2.46,1.35,-45.19,1,7,2.46,9.44,6.98,283.69,-0.9
22610,0.19,0.27,41.8,72,35,13.68,9.43,-4.25,-31.07,-0.92
22346,0.19,0.45,136.2,24,21,4.56,9.42,4.86,106.67,-1.82
90014A,2.95,9.42,219.32,6,1,17.7,9.42,-8.28,-46.78,-0.0
22675,1.25,1.57,25.39,24,6,30.0,9.4,-20.6,-68.65,-0.63
22574,0.85,1.04,22.84,30,9,25.5,9.4,-16.1,-63.15,-0.71
22277,2.1,1.88,-10.59,4,5,8.4,9.39,0.99,11.77,-2.4
85203,0.42,0.34,-20.21,24,28,10.08,9.38,-0.7,-6.91,-5.25
22417,0.55,0.45,-18.78,6,21,3.3,9.38,6.08,184.28,-2.41
21466,3.75,3.13,-16.63,6,3,22.5,9.38,-13.12,-58.32,-0.96
21711,4.95,4.69,-5.29,1,2,4.95,9.38,4.43,89.41,-0.94
84712B,7.95,9.37,17.82,2,1,15.9,9.37,-6.53,-41.09,0.0
84218,1.95,1.56,-20.0,1,6,1.95,9.36,7.41,380.0,-6.28
21468,3.75,4.68,24.75,1,2,3.75,9.36,5.61,149.5,-0.5
84659A,2.55,2.34,-8.32,6,4,15.3,9.35,-5.95,-38.88,-1.21
84991,0.55,0.67,21.28,8,14,4.4,9.34,4.94,112.23,0.23
22683,1.19,1.33,11.82,10,7,11.9,9.31,-2.59,-21.72,-0.46
22028,0.42,0.34,-17.92,12,27,5.04,9.31,4.27,84.68,-2.5
85049E,1.25,1.55,24.09,2,6,2.5,9.31,6.81,272.26,-0.76
21132,1.25,4.65,272.0,1,2,1.25,9.3,8.05,644.0,-0.0
47580,2.55,2.32,-9.1,1,4,2.55,9.27,6.72,263.59,-1.1
22348,0.85,0.71,-16.19,1,13,0.85,9.26,8.41,989.57,-1.49
21190,1.65,1.32,-20.0,3,7,4.95,9.24,4.29,86.67,-7.11
75131,1.69,1.32,-21.89,1,7,1.69,9.24,7.55,446.75,-3.51
21467,3.75,4.62,23.12,1,2,3.75,9.23,5.48,146.25,-0.17
85071A,0.39,0.84,115.18,2,11,0.78,9.23,8.45,1083.5,0.43
47503A,0.42,0.4,-4.76,2,23,0.84,9.2,8.36,995.24,-1.9
22481,0.39,0.84,114.32,12,11,4.68,9.19,4.51,96.46,-1.53
23220,0.83,0.77,-7.7,7,12,5.81,9.19,3.38,58.24,-1.04
17014A,0.42,0.51,21.59,4,18,1.68,9.19,7.51,447.14,-2.85
82613D,1.25,1.15,-8.12,1,8,1.25,9.19,7.94,635.02,-0.48
21355,1.25,1.02,-18.35,1,9,1.25,9.19,7.94,634.89,-1.46
22680,1.19,1.53,28.38,20,6,23.8,9.17,-14.63,-61.48,-0.46
20761,3.75,4.58,22.16,1,2,3.75,9.16,5.41,144.32,1.01
72130,0.65,0.51,-21.77,3,18,1.95,9.15,7.2,369.37,-3.31
21027,1.25,1.02,-18.66,4,9,5.0,9.15,4.15,83.02,-2.79
72134,0.85,0.83,-2.16,2,11,1.7,9.15,7.45,438.09,-0.91
90014C,2.95,9.14,209.83,1,1,2.95,9.14,6.19,209.83,0.71
22232,0.59,0.7,18.98,8,13,4.72,9.13,4.41,93.34,-1.56
21718,1.25,1.52,21.67,1,6,1.25,9.13,7.88,630.03,-0.51
22062,0.83,1.3,56.99,1,7,0.83,9.12,8.29,998.94,-0.0
21147,2.46,2.28,-7.32,1,4,2.46,9.12,6.66,270.73,-0.89
23193,2.25,1.82,-18.97,6,5,13.5,9.12,-4.38,-32.47,-1.45
20653,2.46,1.82,-26.07,1,5,2.46,9.09,6.63,269.65,-0.95
85040A,1.65,1.82,10.08,1,5,1.65,9.08,7.43,450.42,-1.03
21808,1.25,3.03,142.12,2,3,2.5,9.08,6.58,263.18,-1.5
16225,0.39,1.01,158.52,1,9,0.39,9.07,8.68,2226.67,-1.53
22674,1.25,1.51,20.67,1,6,1.25,9.05,7.8,624.02,0.03
22540,0.19,0.5,164.21,6,18,1.14,9.04,7.9,692.63,-0.76
22893,0.42,0.33,-20.36,12,27,5.04,9.03,3.99,79.2,-2.25
22068,0.39,1.13,189.23,1,8,0.39,9.02,8.63,2213.85,-2.62
40003,1.25,1.0,-20.0,12,9,15.0,9.0,-6.0,-40.0,-2.77
23224,0.83,1.0,20.28,5,9,4.15,8.99,4.84,116.51,-0.42
21179,0.39,0.9,130.13,25,10,9.75,8.98,-0.77,-7.95,0.73
20867,1.25,1.49,19.24,1,6,1.25,8.94,7.69,615.44,0.0
22132,0.85,0.69,-19.07,2,13,1.7,8.94,7.24,426.04,-2.36
84661B,0.79,2.98,277.22,12,3,9.48,8.94,-0.54,-5.69,-0.43
23266,1.25,1.49,19.16,12,6,15.0,8.94,-6.06,-40.42,-0.44
82551,1.45,1.79,23.22,1,5,1.45,8.93,7.48,516.11,-0.19
21650,0.19,0.2,4.21,24,45,4.56,8.91,4.35,95.39,-2.88
22676,1.25,1.48,18.42,20,6,25.0,8.88,-16.12,-64.47,-0.42
21071,1.25,0.99,-21.07,10,9,12.5,8.88,-3.62,-28.97,-1.02
21378,0.39,1.77,354.83,12,5,4.68,8.87,4.19,89.51,-0.0
21775,1.25,1.48,18.06,1,6,1.25,8.85,7.6,608.34,-0.38
21789,0.85,0.98,15.13,24,9,20.4,8.81,-11.59,-56.83,-0.9
22600,0.85,0.73,-13.79,12,12,10.2,8.79,-1.41,-13.79,-1.23
85213,0.29,0.63,116.55,12,14,3.48,8.79,5.31,152.64,-0.0
72598,0.85,0.68,-20.47,2,13,1.7,8.79,7.09,416.94,-1.9
17021,0.3,0.24,-20.87,36,37,10.8,8.78,-2.02,-18.67,-2.33
22603,0.85,0.73,-14.04,12,12,10.2,8.77,-1.43,-14.04,-1.67
23307,0.55,0.67,22.28,4,13,2.2,8.74,6.54,297.4,-0.79
22345,0.19,0.62,228.42,24,14,4.56,8.74,4.18,91.58,-0.32
21977,0.55,0.46,-16.49,3,19,1.65,8.73,7.08,428.89,-1.01
22227,0.65,0.55,-16.13,10,16,6.5,8.72,2.22,34.19,-1.97
21014,0.29,0.32,11.34,8,27,2.32,8.72,6.4,275.79,-2.12
47422,0.42,0.33,-20.42,1,26,0.42,8.69,8.27,1968.99,-5.31
22651,0.85,1.09,27.68,2,8,1.7,8.68,6.98,410.73,-0.67
22882,1.95,2.17,11.26,1,4,1.95,8.68,6.73,345.05,-0.01
21819,0.39,0.58,48.26,36,15,14.04,8.67,-5.37,-38.23,-0.7
82616C,1.25,1.73,38.72,4,5,5.0,8.67,3.67,73.4,-0.63
37467,0.39,0.62,58.6,28,14,10.92,8.66,-2.26,-20.7,1.23
84536B,0.83,0.35,-58.31,2,25,1.66,8.65,6.99,421.15,-3.46
10133,0.42,0.43,2.99,20,20,8.4,8.65,0.25,2.99,-1.06
22601,0.85,1.08,27.22,12,8,10.2,8.65,-1.55,-15.19,-0.72
20616,0.75,1.08,44.01,1,8,0.75,8.64,7.89,1052.11,-2.08
47593B,0.39,0.39,0.64,96,22,37.44,8.64,-28.8,-76.94,-1.53
20868,0.39,0.45,16.46,4,19,1.56,8.63,7.07,453.18,-2.12
21880,0.65,0.66,1.8,2,13,1.3,8.6,7.3,561.71,0.2
21684,0.85,1.08,26.49,12,8,10.2,8.6,-1.6,-15.67,-0.13
20768,2.55,2.15,-15.85,6,4,15.3,8.58,-6.72,-43.9,-2.2
22983,0.42,0.34,-18.52,24,25,10.08,8.56,-1.52,-15.13,-2.78
72800B,0.79,2.14,170.68,12,4,9.48,8.55,-0.93,-9.77,-1.45
22884,1.95,2.13,9.08,2,4,3.9,8.51,4.61,118.15,0.0
22581,0.29,0.61,109.49,48,14,13.92,8.51,-5.41,-38.9,-1.92
23512,2.08,1.7,-18.24,2,5,4.16,8.5,4.34,104.4,-1.03
20866,1.25,1.42,13.35,1,6,1.25,8.5,7.25,580.11,-0.65
22602,0.85,0.71,-16.87,3,12,2.55,8.48,5.93,232.51,-1.11
84859C,1.95,2.82,44.5,1,3,1.95,8.45,6.5,333.49,-0.0
21163,0.39,0.85,116.74,2,10,0.78,8.45,7.67,983.7,0.89
21154,1.25,1.41,12.49,10,6,12.5,8.44,-4.06,-32.5,-0.29
22403,0.39,0.7,79.91,12,12,4.68,8.42,3.74,79.91,-0.26
84828,1.25,1.05,-15.85,1,8,1.25,8.41,7.16,573.19,-1.24
23038,1.63,1.4,-13.98,3,6,4.89,8.41,3.52,72.05,-0.95
22421,0.42,0.37,-13.03,48,23,20.16,8.4,-11.76,-58.33,-1.88
90209B,2.1,1.68,-20.0,1,5,2.1,8.4,6.3,300.0,-4.81
23507,0.42,0.34,-20.11,20,25,8.4,8.39,-0.01,-0.13,-4.8
22196,0.85,1.05,23.01,3,8,2.55,8.36,5.81,228.03,0.31
23416,0.39,1.39,256.92,1,6,0.39,8.35,7.96,2041.54,-0.0
84519A,1.25,1.19,-4.63,1,7,1.25,8.34,7.09,567.56,-2.05
90195B,2.95,8.34,182.71,1,1,2.95,8.34,5.39,182.71,-0.0
17012C,0.85,0.93,9.0,4,9,3.4,8.34,4.94,145.25,-1.81
22851,0.85,0.69,-18.48,1,12,0.85,8.31,7.46,878.23,-2.52
20618,2.1,1.66,-21.12,1,5,2.1,8.28,6.18,294.42,-3.43
22439,0.65,0.83,27.36,10,10,6.5,8.28,1.78,27.36,-0.26
22491,0.85,0.69,-18.96,12,12,10.2,8.27,-1.93,-18.96,-1.06
20985,1.25,1.03,-17.45,12,8,15.0,8.26,-6.74,-44.96,-2.75
23186,0.29,0.28,-1.84,48,29,13.92,8.26,-5.66,-40.7,-1.2
85231G,0.85,0.69,-19.07,1,12,0.85,8.25,7.4,871.12,-2.42
